ID,Text,Class
22,"I'm a Latino man and a legal immigrant. I don't see anything racist, if you hate America so much you should GO AWAY. In Omar's case, it seems that she has committed immigration FRAUD. So it's only fair to SEND HER BACK. What's racist about that? Seriously, where's the racism?",?
23,"I send back the five, tell shorty I love her She still gon' act like I ain't done enough These bitches be lying, I ain't got the time That's why I'm in love with my double cup",?
24,Implying that the congressmen and SS guard are the same? If the people chanted send him back its because he was a NAZI and no would condem it! And again no one chanted anything but send her back directed at the minority congresswoman. Horrible outlandish comparison.,?
25,"How do you derive racism from send her back? No one mentions color! Its the content of their character, attitude, not color!",?
26,Fox News Chris Wallace burns down Stephen Miller over Trumps racist lies He let send her back chant go for 13 seconds,?
27,"It's a flat out lie. The video shows it's a lie. More important, he himself started the chant. He started it on Sunday with",?
28,"JUST IN I was not happy with it. I disagree with it, Pres. Trump says of send her back chant from crowd at his campaign ral",?
29,"Bill when someone shows you who they are believe them! He is no Christian, he lied and said he started talking fast when the Send her back chant began when in truth he just stood there with the slightest smirk on his face. He is not a good man.",?
30,"Rally crowd shouts out Send Her Back Is it cuz female, Muslim &amp; black? Trump criticized lots, b4 he was Prez Yet he'",?
31,Remember rumps rally when he asked what he should do to stop the border crossings? One guy shouted shoot them. I find it strange that so many magats chanted send her back at the same time. I believe they were told to. Your thoughts?,?
32,Trump could never truly disavow racist 'Send her back' chant because it is Trumpism incarnate,?
33,Putin &amp; Russia must be laughing that America claims to be a free democratic country. If you criticize the government Trump will call for your exile send them back just like Soviets exiled dissidents-to Siberia?,?
34,"Jobs hmmm most people love the idea of being proud WITH a job then beholden 2 Government hand outs! Stopping ILLEGAL immigration that LITERALLY cost EACH legal household THOUSANDS of dollars! No to mention saving THOUSANDS of immigrant lives, raped, child molestations+sex slavery",?
35,In my city a convicted felon sex offender who is also an illegal immigrant was picked up by Ice at the court house. His family tried to obstruct the officers. I say the convicted felons victims have suffered enough.,?
36,Trump The people who chanted 'Send Her Back' are patriots,?
37,"Oh, instead of Duke he heard group, instead of send-her-back he heard re-cord-crowd, I get it. Papered right over another controversy, didnt ya #DonnyDogWhistle?",?
38,Why send her back is even worse than lock her up - The Washington Post via,?
39,"Actually Lizzie, the disgraces the Cheneys have piled on our nation are so overwhelming its hard to get past them. But then the stormtroopers started the send her back chant &amp; reminded us there are always new disgraces your deviant party members can load onto the shame pile",?
40,When centrist Democrats are running on decriminalizing illegal entry into,?
41,"I think the mirror is true. It is easier to launch non-manned, non-returning machinery at the moon than to send men there and bring them back. Some asteroids are big enough to blast moon rocks clear over to Earth when they hit the moon. There are moon rocks in Antarctic ice.",?
42,"Stand your ground, Mr. President! Send her back! is a shortened version if, Go back, fixt your govt, and come back. Nothing is racist about that! #IStandWithPresTrump",?
43,Chris Wallace cross examining Stephen Miller AKA Joseph Goebbels Dad would have been proud Chris...,?
44,"President Trump is disavowing the send her back chants that came up during his rally last night, per the pool. I was",?
45,Let's talk about Send them back the platform of the leader..,?
46,"The popular vote is not legitimate, not because only the Electoral College counts. Rather, the popular vote i",?
47,"shame on you, when you disavowed that chant send her back I think it was like a stab in the back. How many of your supporters you may lose because they feel you didn't stand up for them. Your supporters have stood behind you from the beginning, where are you!",?
48,A 17 year old Illegal immigrant named Baudilio Salomon Diaz Ambrocio raped a 7 year old so badly in Marietta Georgia that the poor girl required surgery. How many cases like this are we gonna see?,?
49,why would you lie on national TV ? You are condoning these racist remarks. Trump absolutely mentioned the congres,?
50,Thousands of white Americans chanting send her back about a Somali-born US citizen and congresswoman. This is shocking,?
51,White House flack Trump made it clear he 'disagrees with' and 'stands with' people who chanted 'send her back...,?
52,Rep. Ilhan Omar responds to 'send her back' chant with Maya Angelou poem,?
53,"Let's ask them wha they think Are you chanting send her back? Remember, someone could be saying that to both of you.",?
54,#Pence says #Trump 'might' speak out if rally crowd chants 'send her back' again #TheHill,?
55,"Send her back, worst First Lady weve ever had . Instead of spending ridiculous amounts of money on dressed why dont you take that money and buy those poor kids you locked up food and clothes # Send her back",?
56,"Ocasio-Cortez Trump Enjoyed Crowd Saying, 'Send Her Back!'",?
57,"Uh huh nope. Send. Her. Back. Means the chant was directed a FEMALES and implied to return to their place of ORIGIN. So, yeah. Gender and Ethnicity.",?
58,"Mr. Swan probably just forgot the quotation marks,to make it clear that he used the words of Prissident Trumpets followers,who chanted Send her back.Also he didnt stop people chanting it by very quickly starting to speak again. He waited until the chanting almost stopped.",?
59,"So plays by the rules, immigrates legally and achieves by her own hard work and merit a seat in Congress. But chants send her back? Pure racism!",?
60,13 seconds. That's how long Trump rally-goers chanted Send her back! of Rep. Ilhan Omar. Today the president says he disagreed with it. So why didn't he stop them? asked him.,?
61,Why don't we send all Trump supporters back instead. There's more of us. I'm more interested in knowing her than them,?
62,Send her back! chants Trump falsely claims he tried to quell them,?
63,Illegal Alien Who Killed Two Women In Drunken Crash Caught Trying To Flee Country,?
64,Megan Rapinoe slams send her back chants as disgusting and despicable via,?
65,Whats too far for you is my starting line- shes a pro-jihadi immigration fraud... send her back,?
66,"from now on I'll tweet it illegal immigrant [sic] ... sorry to infuriate you, I feel the same. hope you're well",?
67,Did ANYONE actually read Donald Trumps tweet?? He did NOT say send her back! Its been repeated incorrectly over and over!,?
68,There only interest is treating the UK like their ATM machine Freedom of movement to poorer countries is great . We pay the EU to improve their economies then they come here and claim benefits for them to send back to their own countries. Its a double tap on our economy,?
69,Dont send them back they will just come back in the countries they came from do not have room for them! Send them to Guantanamo Bay detention camp Prison in Cuba,?
70,"My commissions are still open, my form is open, anyone can fill out a form and send it in it's just that I won't be able to get to it and correspond with them until I get my internet fully back.",?
71,"WE did not invite them, send them back to their own country. problem solved.",?
72,"Cheney says 'send her back' chants were 'inappropriate,' but weren't about Omar's race or gender Of course not",?
73,"The crowd chants Send her back! Send her back! after Trump goes after At what point can we call this, without h",?
74,"idk if any of u still play #PokemonGO but if u do add me and send me gifts, ill send them back friend code 5812 7450 6522",?
75,Trump's 'Send her Back' rally was a real-life history lesson.,?
76,"no worries! congrats on the great seats! if u happen to make friends with people outside of your group near you or even few rows back, who may be leaving, send them my way lol #Marvel !!!",?
77,An excellent article! No One Really Wants to Send Her Back,?
78,"I wasn't at the rally, I wasn't promoted or coersed, I say whole heartedly..SEND HER BACK. Learn who she is and make your own decision like I did. I want her deported. Not because of the color of her skin..it's based on who she is and what she's done.",?
79,Send Her Back! Send Her Back! Send Her Back! Send Her Back! Send Her Back! Send Her Back! LoveItOrLeaveIt,?
80,"Some of the hired shills for POUTS's rally were practicing the chant with Lara Trump but kept using the words Send her home! After futile attempts at correction, Lara Trump sent them home. But they came back.",?
81,"The Democrats sent a very political and long response memo which they knew, because of sources and methods (and more),",?
82,"Trump intensified his vilification of the 4 congresswomen + underscored that such attacks will be a key part of his strategy for winning re-election...in a 20-min diatribe about them, said they were welcome to leave the US if they do not like his policies.",?
83,Trump and cult really do not see anything wrong at all about Send them back Go back to where you came from Love it or leave it They are completely oblivious to how unAmerican all of that is.,?
84,This 30-second clip shows that Trump told a blatant lie about his reaction to the 'send her back' chants,?
85,After throwing his supporters under the bus this week and disavowing the racist send her back chants heard at his Nor,?
86,Dr. Cornel West describes the moment he heard the racist chants of send her back at the President's rally.,?
87,"Dear Twitter, FUCK YOU! And oh yeah, ILLEGAL ALIEN isn't hate speech. Suspend my account if yours or anyone else's Nazi as",?
88,"While there are daily assaults on ones sensibilities in the political world, crowds shouting Send them back! concerning",?
89,"Yes, it's called build a wall so that we can accept a specific number at a time, provide them adequate amenities as we process their claims, then send those who don't qualify back and accept the next number, as was intended.",?
90,And if you are a gender weird and an illegal alien you got the nobel prize....,?
91,"Wow, your nephew could have stopped the unAmerican Send Her Back! chants but did nothing!",?
92,Fox News host presses WH adviser Stephen Miller on 'Send her back!' chant at Trump rally,?
93,"How is it racist? If a POC was wearing a MAGA hat and upholding the same values and Ideology as Trump, hed have them over for dinner at the White House. How many POC were chanting Send Her Back? Are they racist?",?
94,Sunday Trump Send them back. Monday Trump Send them back. Tuesday Trump Send them back. Wednesday Trump Send them back. Wednesday MAGATS Send them back!!!! Thursday Trump That's not cool and I tried to stop them. Friday Trump Send them back.,?
95,Only illegal alien children. They are superior to us in every way according to the left.,?
96,"Thousands of trump supporters shouting send her back are openly racist. Is that the end game for trump, round up everyone you disagree with and get rid of them. Perhaps deportation is too slow maybe you'll start exterminating them. Do you see where that kind of hatred leads ?",?
97,"Illegal alien, if you come across our borders illegally youre illegal alien and you are not a nationalist,you are not an immigrant, you are a criminal!",?
98,"What struck me is...this young girl did not join in ... at first. But as she looks around the big basketball arena, the delirium of the angry grown-ups is contagious. By the end of the 13 seconds, the girl is starting to mouth the words herself. Send her back! Send her back!",?
99,"Fox News host presses WH adviser Stephen Miller on 'Send her back!' chant at Trump rally, here's the most Racist and disgusting bigot arguing and defending #ScumTrump rhetoric abnormal remaks,#ImpeachScumTrump and his administration. via",?
100,Lara Trump says that the Send her back! chant at President Trumps recent rally in North Carolina a spontaneous crowd response. She lies.,?
101,"Trump/Republicans We don't have a problem with brown people. We just want them to enter legally. Brown people came legally, turned Congresswoman. Trump/Republicans SEND HER BACK! SEND HER BACK! #RacistPresident",?
102,Get back to the you before the parents or teachers or friends or whoever around you contributed to low sense of self wor,?
103,"The send her back is a sound bite that has grown out of context &amp; became a racist comment too from the leftists. If ANYONE cares to listen to the WHOLE speech, he said, go back where you came from and change your ctry then come back and tell us how you did it.",?
104,Dan ranted for like 2 minutes about the send them back chants,?
105,American Patriots wont apologize for chanting Send her back or any slogan about anti-Americans lea,?
106,Fox News' #ChrisWallace questions #StephenMiller on Trump and 'send her back' rally chants #UnitedStates...,?
107,"Just watched a video of Trump's NC rally, and all of them were chanting send her back not unlike the chants at a white supremacy rally. If this doesn't prove that supporting Trump is for exclusively racist individuals, then I don't know what does.",?
108,"First he said he didnt agree with the crowds chants of send her back at his rally, now he praises them as incredi",?
109,"Trump created the send them back chant. This is his fault. He is responsible for controlling his rally crowds. The crowd was following Trumps lead, as the responsibility for this racist frenzy is on his shoulders.",?
110,"He was an illegal alien living illegally in NY. Sad story, but her suicide is on him, not Trump. He should have came h",?
111,"You deserve support! Welcome back, wishing you nothing but positivity in your future. You send out such good vibes, you deserve them back 100x fold!",?
112,"Cheney says 'send her back' chants were 'inappropriate,' but weren't about Omar's race or gender #news",?
113,the UK is the country so desperate for a trade deal with a self-confessed protectionist that it couldnt condemn a Send her back chant,?
114,"Sen Chuckie, I've been to MAGA rallies. We are boisterous and excited and love to show our spirit. I for one would send the Squid back, back home to their districts, i.e. vote them out. I think it is called freedom of speech. Ever heard of it, Dumocrat? I'd send you back, too.",?
115,"I fell asleep Wednesday night early and I woke up to learn about the send her back chant, I was infuriated but also saddened. Along with pedophiles &amp; learning that Cohen was directed by trump &amp; hes going to get away with it made this a tough week. Still I hope!#PoliticsNation",?
116,"Wow. Should we go ahead and build the incinerators now? I mean, its expensive and time consuming to send everyone back, easier just to exterminate them right? (Sorry if too much but honestly the below kind of behavior is so despicable there is no other way to talk about it).",?
117,Its a bit rich for the Tories to criticise Trumps Send them back rhetoric when they literally introduced that as pol,?
118,#HateHoax There is no hoax... 'The Face of Evil' Fascism Expert Warns 'We Are Facing an Emergency' After Trump's 'Send Her Back' Rally,?
119,"This is the WORST kind of dishonesty from Miller, and kudos to Chris Wallace for reporting the 13-second pause &amp; only restarting his speech after the Send Her Back chant had died out on its own. #SundayMorning",?
120,Its a soft mindset with which Klentak and Kapler have infused the players. Remember a few years back wh,?
121,#POLITICS Chris Wallace Shuts Down Stephen Miller's Lie About Racist 'Send Her Back' Chants v,?
122,"Before #President Donald #Trump stepped on stage for a rally in North Carolina on Wednesday, his senior adviser and daughter in law Lara... #AI #Art #International #Video",?
123,I think people realized chanting Send Her Back was not cool. We totally agree that Americans have the right to American - which is why were passionate about this country &amp; dont like it when people DONT like this country (ie The Squad).,?
124,"Wow. Did Trump supporters see their man throw them under the bus? He didnt chant send her back THEY did. And he doesnt agree with it. Oh no, not at all. Funny how the guy you think is fighting for you turned quicker than milk in the sun huh?",?
125,We're loud and clear. Trump has no problem with the fascist send her back chants. And anyone who continues to support him is condoning them.,?
126,Our County is being abused by people like you also.. add that to Mr. Trumps rant... thank you Mr.Trump for trying to stop all the stupid things our country has be doing... #send her back #Trump2020,?
127,"The problem with chanting send her back is that it normalizes hate and generalizes it, used by those who perceive their ethnicity as superior to others (and really cant accept they themselves have an ethnicity, usually Caucasian).",?
128,"I've been called a turncoat, a traitor &amp; a non-latino by a lot of individuals because I support Trump on deporting illegal immigrants. Proud immigrant from Honduras &amp; proud u.s. citizen",?
129,Mary Ann . My heart is w you. I pray God continues 2 give u s,?
130,"If that was true, why isnt the GOP embracing send them back? They defend Trump because theyre scared of a mean tweet, but from Pence on down, they all say they want the chants to stop. If it isnt racist or concerning to the GOP, shouldnt the chants be encouraged?",?
131,"Oh no! This is unbelievable, how can #Twitter ban an #AngelMom? She's her son's advocate, he was killed by a drunk driver illegal alien. Please reinstate her account",?
132,"[2824] So he watered (their flocks) for them; then he turned back to the shade, and saidO my Lord! truly am I in (desperate) need of any good that Thou dost send me! In sha Allah Ma sha Allah Sub han Allah",?
133,"No, propaganda slogans like #KAG &amp; #MAGA ARE similar in look &amp; sound to Gog &amp; Magog from the Book of Revelation. He lied when he said he immediately stop the racist chant, send her back. It took 13 seconds",?
134,"High school senior from North Carolina trying to register 8,000 North Carolinians to vote in place of the 8,000 racists who chanted Send her back at Trump's rally last week. Share to help me get more registered!",?
135,"So, your democrat brown shirts (antifa) beat conservatives to bloody pulps but Trumps supporters wanting an Ameri",?
136,Megan Rapinoe rips over 'send her back' chants 'Sad and disgusting and despicable' #TeamUSA,?
137,"It was always about identifying them to 'send them back'. Her hostile environment has always meant this Windrush, landlords &amp; health professionals acting as immigration officers, the list goes on.",?
138,"Oh pls .. is open to all .. they pay from $100 to $400 to attend the rallies and to repeat when he says send them back then he waits 14 secs and then hell talk is all planned and organized ... everybody knows !!! The receipts are being shown in tweets/,from Orlando rally...",?
139,Send them back send them back send them back send them back!,?
140,Just found a letter of our housing administration in my mailbox. They asked to clean the hallway regularly. Gonna write them a beautiful letter back to send me a detailed record for what they need the additional cost of 100 I pay each month. (1/3),?
141,Mike Pence Skips Chance To Strongly Rebuke 'Send Her Back' Chants- Pence is a Worm!,?
142,Nope! Once you cross into our country illegally you are a criminal and illegal alien criminal,?
143,Xenophobic political cries of send her back turned the St. Louis around in 1939 and sent Bertha Grunthal + 900 souls back,?
144,"Trump's attacks on Ilhan Omar and other congresswomen are 'despicable,' Joe Biden says in L.A. Joe Biden denounces President Trump's attacks against Ilhan Oman and other congresswomen of color a day after Trump supporters at a rally shouted, Send her back.",?
145,Quick summary of response to the send her back chants,?
146,"Trump reverses again, says crowd chanting 'send her back' are 'patriots' #Antifa #AntiRacistAction #BLM #Charlottesville #HeatherHeyer #FakeChristians via",?
147,Now isn't that another reason to say SEND THEM BACK.,?
148,"Pence says Trump might make an effort to stop more send her back chants CBS News chief Washington correspondent Major Garrett sat down with Vice President Mike Pence at Cape Canaveral for an interview on a wide range of topics, including the send her back chants from t",?
149,"Spotted One White nationalist ( from Virginia representing Wyoming who spreads hate, racism",?
150,That gutter girl called Tacha or whatever mannerless girl should send back to her fake life community #BBNajia,?
151,"Omar must be defended, but not because of her views on Israel, gay rights, or progressive taxation. You neednt agree with her on any of those things; in fact, you neednt...",?
152,OK so basically what you're saying yes it's OK for all Of them to come into our country not have to pay taxes And overwhelm our health care system I'm not taking up for him but he never once said send them back The crowd did Hold them accountable. Get your facts Straight.,?
153,Back in the 60s in Wisconsin I can remember hearing you dont belong here. Go back where you came from. Love it or leave it which generally meant if you dont agree with me get out. They should send them all back where they came from. Those were words I heard my father say ....,?
154,Rally when all he did was bask in the glory of the racist chanting Send Her back Now he trying to tell people he doesn't like it and he wanted them to stop. Your supporters are stupid but most Americans don't believe the Bull that comes out of you mouth. #LyingMofo,?
155,Top Brass should have ear to the ground the stupid Idea being toyed with to send AFs Instructors to Afghanistan is stupid we neither have the capability to back them up Logistically nor the wherewithal to extract them when needed.. JAI HO,?
156,"3) And, yes, for your young-uns, the USA really did send men to the moon...and brought them back! The USA of that time was an astonishingly wealthy, powerful, ambitious, and arrogant country. 3/end",?
157,Chris Wallace burns down Stephen Miller over Trumps racist lies He let send her back chant go for 13 seconds | Raw Story is a racist!! And is in bed with KKK Period!!! #RacistPresident,?
158,They follow a president who ON CAMERA stood for 13 seconds while his crowd shouted send her back then said oh I didnt like that &amp; immediately tried to stop them...&amp; none of them realize he just threw them under the bus. Theyd commit suicide if they thought it would help him,?
159,THIS is why Democrats lose elections Because they're more concerned with protecting the feelings of ILLEGAL ALIENS than they are with doing their actual jobs and upholding the interests of the AMERICAN PEOPLE!,?
160,"Meanwhile German Scholars are making comparisons to Trump and Hitler as his adoring throngs chant send her back about a refugee. But sure, an activist that once got dragged out of his rally is now in Congress, THAT'S the real threat to America",?
161,"NO ONE CARES about his crowd size! What we care about is the rampant RACISM this president is putting his stamp of approval on daily! And, just so you all know....all of those people didn't think as one..SEND HER BACK at the exact same time! It was PLANNED.",?
162,A twice-deported illegal alien has been charged with first-degree murder after allegedly shooting and killing an Iowa moth,?
163,"She's great for Republicans. Most Americans (and voters) can't stand this hateful person. She's the best thing going to re-elect outside of his great policies, the economy, and National Security. Wait till Jan 20th, 2021, to send her back. #ImmigrationFraud",?
164,Being from Alabama when I heard Send her back it reminded me of a George Wallace rally back in the 68....72. Wow I tho,?
165,"The enthusiasm? You saw that but didn't hear the SEND HER BACK chants? Also, I hope you realize your blatantly racist tweets have spawned 1960s-era racism all across the country.",?
166,Those CHANTS WERE ORCHESTRATED. Trumps people coached people to uniformly chant send her back PRIOR to the rallys start and trump waited for them to chant that several times before continuing his demonization of Omar. It was premeditated-ORCHESTRATED! #SendTrumpBackToHell,?
167,"Ocasio-Cortez Trump enjoyed crowd saying, 'Send her back!' - Sentinel Colorado #AOC #AlexandriaOcasio-Cortez #TrumpsAmerica #MAGA #TrumpSendHerBack #SendHerBack",?
168,The issue is 40 years in the making. Amnesty and promises. Congress is complicit in human trafficking and exploitation of illegal alien labor. Both sides. please deal with immigration,?
169,Iran? Heck i think we have a chinese spy elaine chao working in our goverment! Lets send her back!!!!!!,?
170,Reunite them with their own country. ILLEGAL ALIEN criminal foreigner who doesn't respect our borders or laws.,?
171,Not if the government just send them all back were they came from,?
172,Chris Wallace burns down Stephen Miller over Trumps racist lies He let send her back chant go for 13 seconds,?
173,"My sweet Daisy has peripheral vestibular syndrome. She wobbles &amp; her head is tilted &amp; bobbles. Hopefully, she will be bac",?
174,We don't want them here living off of our backs they want to come in come in Legally not illegally send them back home.,?
175,melania is a Racist...birther... who doesnt know what she is talking about...send her Back......,?
176,"Obama also separated families at the border, and built cages to house them in. Obama literally said and I quote, Dont send your kids here Bc We will send them back. But it was ok then. Its only a big deal now bc his name is Donald Trump.",?
177,Denver Officials Release Illegal Alien Who Beat A Man To Death,?
178,"The 'send her back' is rascist. It comes from a common phrase of 'go back to your own country'.. which is only said to non-white people. I mean, how many times has someone said that to you? And Trump lied about trying to stop the chant.. he let it run its course.",?
179,Give it up already for goodness sake! You need to get a life! For months you said you had proof of collusion but produced nothing! Give it up! Youre wasting taxpayer money that we cant afford because Democrats want to support every illegal immigrant who creeps into the US,?
180,Lara Trump lies like any other Trump... Lara Trump Does Everything to Downplay Rally,?
181,"Omar is the only one who brought race, religion into the equation! I haven't herd one word mentioning her race, reli",?
182,#LaraTrump lashes out after host accuses her of 'lying' about rally crowd's 'Send her back!' chant. What must be remembered is didn't try to stop the chant. Was it stupidity or racism?,?
183,Or maybe a lot of them are just a$$holes who chant send her back at a woman who came to this country legally - even though they claim to be fine with immigrants who come here legally. It might just be racism.,?
184,Just do who the hell cares about them anyway GO TRUMP GO Virginia Democrats vow to boycott legislature's 400th anniversary celebration if Trump attends | Fox News,?
185,"I thought Lola would grow up after nearly dying but she's back to her soul-squelching nonsense. I hope if Lola kills Kola, they leave Kyle single for awhile just being Kyle. Don't send him from one 'ship to another.",?
186,Two excellent must read pieces that should go viral on racism &amp; euphemismwords matter,?
187,"Trump asked for additional funding for Border Patrol, which could not keep up w the influx of migrants..talked abt the l",?
188,"Ocasio-Cortez Trump enjoyed crowd saying, Send her back!",?
189,"Hey take a tour of LA, Seattle, SanFrancisco, Atlanta. . . much worse conditions? This is just the next wave to ad",?
190,Donald trump needs to go this man said send them back where they came from like we came here voluntarily .... he wouldnt even know where to send us back to,?
191,"On Friday, President Trump walked back his disavowal of a send her back chant at a campaign rally following the same three-stage crisis playbook he used when he defended neo-Nazi protesters in Charlottesville.",?
192,Joaquin Castro Introduces Bill to Eliminate Use of Illegal Alien in U.S. Laws. He wants to call them 'Foreign Natio,?
193,Want to spend a night away from your partner without them feeling lonely? I have your back just send them to me and for a small additional fee R149.99 I'll even have breakfast with them!,?
194,"Give me a break, Democrats chant pigs in a blanket, fry them like bacon and call it playfull, but when a Republica",?
195,Send her back to Jordon!!!! What're you waiting for????,?
196,"The Minnesota lawmaker returned home to cheers and support, while President Trump falsely claims he tried to stop the",?
197,Uh oh... Ivanka just noticed the dog has a BLACK NOSE and that won't do! Grandpa will SEND HER BACK!,?
198,He used the send her back hashtag at the end. That's why he people are saying he is a racist. And they are right.,?
199,Why not send her back to where she lives and if its here just get her hate out of Congress how do you know the rally people met send her back was out of America could mean get her out of Congress?,?
200,Send her back to Minneapolis I here Mall of America is hiring hard to place anti-American ASS HOLES .,?
201,Daily Vindication of himself! when your right your right having to vindicate yourself every 24hr only proves there's something rotten and the smell is being covered up with the Scent of lies,?
202,"I guess your caps-lock was in the wrong position robert. So when BLM chants what do we want, dead cops. When do we want them, now Antifa can chant no trump, no wall, no USA at all and cops and klan go hand in hand but send her back is crossing the line. Neat!",?
203,"I haven't defended the nazi chants, apparently your ok with send her back",?
204,. #POTUS saying Send her back is blatantly racist. We are asking you to speak up &amp; speak out strongly &amp; in,?
205,Your fake news. The only votes Hillary got more then Trump were illegal votes and they were all illegals from Calif. why Dems support open borders. Just wAit till the illegals who have been here and Dreamers find out it will hurt them. They all send their money back home.,?
206,"And then there's his endless harassment of Hillary Clinton, not to mention his harassment of Ilhan Omar. No true president of the U.S. would ever act like a common street thug and criminal.",?
207,"Compared to the constant viciousness, violence and vituperation we witness erupting from the Left, a spontaneous chant of send her back is simply playful and amusing. Nobody got hurt, nor was anyone meant to be",?
208,"Trump reverses again, says crowd chanting 'send her back' are 'patriots' via",?
209,She couldve at least washed the Cheeto dust out of her nasty mouth. Please continue to spread the word that her dad is a war criminal and illegal alien. Soo,?
210,They did show it. It was when he lied and said he didnt like the chant send her back.,?
211,"To all decent Americans, regardless of party, lets vote for decency, integrity and moral leadership in 2020! Lets vote this toxic, divisive and incompetent demagogue out of office!!! #AnyoneButTrump2020",?
212,I identify as an illegal alien. Can I get free housing now?,?
213,"After decades of illegal immigration, the Mexican immigrant population in the U.S. is now declining along with number of Mex",?
214,'Charlotte is no place for racist hate speech' | Mayor Vi Lyles responds to 'send her back' chants from Trump rally,?
215,Stephen Miller Has No Idea How to Separate Trumps Omar Criticism From the Presidents Own Complaints - Stephen Miller is a notorious racist with a career based solely on explicit bigotry; he knows EXACTLY what he is doing.,?
216,How does the GOP play the pro Israel card when they keep,?
217,Chris Wallace burns down Stephen Miller over #Trumps racist lies He let send her back chant go for 13 seconds (via,?
218,Remember when MSM and Democrats chanted Send Her Back to The First Lady Melania Trump by starting the racist #DeportMelania campaign. Heres a little reminder,?
219,"#LizCheney 'Send her back' chant 'inappropriate' but not about race, gender #TheHill",?
220,So is chanting send her back like a Fascist not lunacy?,?
221,"Those are incredible people. Those are incredible patriots, sez the #RacistInChief about the maggots in Greenville who cha",?
222,"John Stonestreet and Warren Cole Smith wade into the tempest over President Trumps latest controversial tweets, in which he suggested that a group of far-left congresswomen of color go back to their countries of origin.",?
223,"ON with Major Garret Pence on Trump not being happy about the send her back chanting at his rally If it happens again he, he might, he might he make an effort to speak out about it WHAT??????? MIGHT MAKE AN EFFO TO SPEAK? #TotalBullshit #Moron",?
224,"'Send Her Back!' Trump Supporters at His N.C. Rally - The Atlantic To them, its like a high school or college rivalry - us vs them",?
225,"You can criticize immigration policy, you can criticize people's views, you can ask questions about where they're born and not have it be seen as racial. Ok, Mr. Miller. So when #TheSquad criticizes Israel, it doesn't mean their anti-Semitic.",?
226,Trump wants to start a race war Ex-advisor says his campaign planned Send her Back chants,?
227,"NewsATW Ilhan Omar and Send Her Back Send her back! they chanted, meaning Representative Ilhan Omar, the Somalia-born Jew-hating weirdo elected to Congress by the ghastly fruitcakes who run things in Minneapolis. President Donald J. Trump, elected president by the ghastl...",?
228,Trump also didnt say to send 4 congresswomen back to their own country. He said to go back and fix them and come back and show us how its done. But that isnt what the media keeps saying,?
229,Send your wife and inlaws back to their country. They are not as Americans. Teach them to speak proper english,?
230,"What's this! DEAD IN THE WATER, CNN's Anderson Cooper accuses Lara Trump of being a liar for pumping up the North Carolina crowd which led to the chant send her back! WHAT do you expect from a fading Network like CNN and biased AC!",?
231,"From The Local Party SCCDP Rowaida_Abdel I dont hate them, Nancy said of Muslims. I just think they should go back where they can be together and have their own country &amp; their own religion. letsgomathias dispatch from Trump's rally is chilli",?
